grid_id,year,month,latitude,longitude,blue,green,red,nir,swir1,swir2,ndvi,ndmi,nbr,treecover2000,lossyear,forest_loss_next_year,forested_2000,elevation,slope,aspect,soil_moisture,precipitation,temperature_c,burned_this_month,night_lights,landsat_image_count
-8435180,2020,7.0,36.193122797175526,-120.54492797599859,0.04642750000000001,0.07340500000000003,0.07882249999999999,0.16020874999999998,0.16487000000000002,0.13833250000000002,0.32611474,-0.026415333,0.07721605,53,21,1,1,999,26.648455,-0.0,0.077991575,0.0,26.521291269281903,1,6.235226183889374,28
-8210602,2020,8.0,36.21108910285791,-118.31710607138218,0.052037500000000014,0.085285,0.09812749999999998,0.2595525,0.22281250000000002,0.16860999999999998,0.45099252,0.061103303,0.19824108,47,2,0,1,2453,28.213852,228.40997,0.12962545,0.006,19.319995662730264,1,0.5107286984899214,28
-8215992,2020,8.0,36.229055408540304,-118.38897129411174,0.040542499999999995,0.06505875,0.0690875,0.26058375,0.21468625000000002,0.1350875,0.58787364,0.10726592,0.3241302,83,10,0,1,2385,24.249712,20.878857,0.1260086,0.006,22.466361905169776,1,0.2615692366659641,28
-8221381,2020,8.0,36.193122797175526,-118.40693759979413,0.04237125,0.06493499999999999,0.0743125,0.1919025,0.18014625,0.12888625,0.47259453,0.049359385,0.22672011,73,20,0,1,2040,17.822996,290.63705,0.124536105,0.0050000004,22.466361905169776,1,0.7011024477958147,28
-8217788,2020,8.0,36.229055408540304,-118.40693759979413,0.03220999999999999,0.05298625,0.05771625,0.18583875,0.1403675,0.09574875000000002,0.5623998,0.13539721,0.34781727,70,20,0,1,2346,15.425396,184.17076,0.124536105,0.0050000004,22.466361905169776,1,0.31238582959541905,28
-8230365,2020,8.0,36.12125757444596,-118.42490390547653,0.05147375000000001,0.07585249999999999,0.08626124999999998,0.20607875,0.2203925,0.16518625,0.41814852,-0.033603653,0.10670007,85,2,0,1,1882,21.572786,294.16867,0.11307034,0.0050000004,21.572526324692603,1,2.0060938518770315,28
-8221382,2020,8.0,36.21108910285791,-118.42490390547653,0.05245000000000001,0.07207125,0.07757125000000001,0.21128999999999998,0.199685,0.150295,0.4948639,0.020738026,0.20867363,33,20,0,1,1934,15.713867,86.701584,0.124536105,0.0050000004,22.466361905169776,1,0.5690167500051083,28
-8208805,2020,9.0,36.229055408540304,-118.31710607138218,0.0595725,0.07274499999999998,0.08293375,0.10745000000000002,0.170205,0.192205,0.1311943,-0.22892982,-0.2856689,85,2,0,1,1994,26.76493,323.35782,0.11449808,0.008,17.357282998826804,1,0.33941941425480227,28
-8207008,2020,9.0,36.2470217142227,-118.31710607138218,0.040569999999999995,0.054209999999999994,0.06211625000000001,0.09473124999999999,0.13284625,0.13607750000000002,0.20922656,-0.1680533,-0.17975639,88,20,0,1,2532,34.34189,267.28394,0.11449808,0.008,17.357282998826804,1,2.7851885349622796,28
-8214195,2020,9.0,36.193122797175526,-118.33507237706458,0.05531,0.06893625,0.07588,0.09959875000000001,0.16821125,0.1982275,0.13583933,-0.2568039,-0.33127597,89,20,0,1,2475,32.421875,258.23544,0.11058148,0.008,17.357282998826804,1,0.35250410466903337,28
-8221381,2020,9.0,36.13922388012835,-118.35303868274696,0.04811875,0.07388624999999999,0.07594875000000001,0.14453375000000002,0.1809575,0.17252875,0.2667761,-0.15143222,-0.10002842,87,20,0,1,1949,26.723648,264.46475,0.10382284,0.008,19.45991971757678,1,0.6284009171994748,28
-8224975,2020,9.0,36.12125757444596,-118.37100498842935,0.025926249999999998,0.0533575,0.06934874999999999,0.16944875,0.18864375,0.13083875,0.4083243,-0.039088957,0.13937612,70,2,0,1,1805,25.198124,296.56726,0.10382284,0.008,19.45991971757678,1,1.4908943194206115,28
-8232161,2020,9.0,36.10329126876357,-118.42490390547653,0.04540999999999999,0.06188250000000001,0.07781874999999999,0.10760125000000001,0.17735499999999998,0.20195375000000002,0.15966116,-0.24214487,-0.29564744,95,2,0,1,2126,25.921894,2.3624773,0.0959783,0.008,19.45991971757678,1,0.8746022560101535,28
-8210602,2020,9.0,36.318886936952254,-118.42490390547653,0.06514125000000001,0.08494125000000002,0.08532625000000002,0.18582500000000002,0.1805725,0.147765,0.36553934,0.057393808,0.11551421,99,11,0,1,2607,19.033298,98.09254,0.10340137,0.009000001,19.363573688930956,1,4.00396857065735,28
-8237551,2020,9.0,36.10329126876357,-118.47880282252369,0.027012499999999995,0.05154249999999999,0.046262499999999984,0.2188525,0.14548250000000001,0.07692500000000002,0.6840964,0.25795057,0.52449757,90,20,0,1,2056,27.714718,202.41928,0.0959783,0.008,20.649277899000424,1,1.7806812717020513,28
-8235755,2020,9.0,36.12125757444596,-118.47880282252369,0.03397,0.04871,0.05008499999999999,0.15145,0.12814375,0.12038874999999999,0.42137304,0.10393548,0.19585675,98,20,0,1,1834,15.54101,8.286538,0.0959783,0.008,20.649277899000424,1,2.791879030615091,28
-8241144,2020,9.0,36.08532496308118,-118.49676912820608,0.030147499999999994,0.05097874999999999,0.05059375000000001,0.1961925,0.15033625,0.09387875000000001,0.6104643,0.1633659,0.3803702,45,20,0,1,2025,10.613247,58.77979,0.08792739,0.007,20.649277899000424,1,2.8498766111955045,28
-8237551,2020,9.0,36.12125757444596,-118.49676912820608,0.026957499999999995,0.04105125,0.04554749999999999,0.10446625000000001,0.10320125000000002,0.0843775,0.39462015,0.047632784,0.15218306,89,20,0,1,2303,26.161253,37.73038,0.08792739,0.008,20.649277899000424,1,1.979050752778466,28
-8235754,2020,9.0,36.13922388012835,-118.49676912820608,0.023025000000000004,0.038741250000000005,0.0402675,0.12124125,0.09354875000000001,0.08689375,0.4232167,0.15687837,0.2257785,98,20,0,1,1755,4.3550577,31.762917,0.08792739,0.008,20.649277899000424,1,6.563384829805448,28
-8233957,2020,9.0,36.15719018581074,-118.49676912820608,0.06918375000000002,0.08848875,0.10552499999999998,0.15036375,0.22673125,0.27927,0.13609815,-0.2059527,-0.30288884,58,20,0,1,1821,6.355964,115.847435,0.08792739,0.008,20.16925674014624,1,3.847474337272022,28
-8228568,2020,9.0,36.21108910285791,-118.49676912820608,0.044502499999999987,0.062102500000000005,0.06177249999999998,0.079345,0.10864625,0.13050874999999998,0.12478423,-0.155453,-0.23333526,41,20,0,1,1899,8.2891,-0.0,0.09610006,0.008,20.16925674014624,1,2.0053526147234217,28
-8241144,2020,9.0,36.10329126876357,-118.51473543388848,0.05585999999999998,0.0750825,0.08726499999999998,0.18759875,0.20287500000000003,0.17822125,0.35398415,-0.042529136,0.039608467,49,20,0,1,2275,13.119631,205.4561,0.08792739,0.008,20.649277899000424,1,2.433232206404209,28
-8237551,2020,9.0,36.13922388012835,-118.51473543388848,0.025829999999999992,0.04475000000000001,0.049617499999999995,0.1510925,0.13380875,0.11663499999999999,0.44530386,0.07075104,0.16958356,96,20,0,1,1908,11.049899,24.240932,0.08792739,0.008,20.649277899000424,1,0.5845348471775651,28
-8235754,2020,9.0,36.15719018581074,-118.51473543388848,0.04114749999999999,0.06349124999999999,0.06675,0.1494425,0.149635,0.13669625,0.3669393,0.012208237,0.030035328,60,20,0,1,1942,15.300287,126.2787,0.08792739,0.008,20.16925674014624,1,1.479142289706751,28
-8232161,2020,9.0,36.193122797175526,-118.51473543388848,0.04618,0.05893999999999999,0.06775375,0.08395125,0.13276375,0.16069,0.10705041,-0.19659005,-0.28397727,100,20,0,1,2211,25.30874,22.442465,0.09610006,0.008,20.16925674014624,1,1.548803558424115,28
-8241145,2020,9.0,36.12125757444596,-118.53270173957087,0.030945,0.05475999999999999,0.05988874999999999,0.1581875,0.13078375,0.11667625000000001,0.4331468,0.13652709,0.23059979,99,20,0,1,2335,15.993855,163.75977,0.08792739,0.008,20.649277899000424,1,6.559335399901977,28
-8239348,2020,9.0,36.13922388012835,-118.53270173957087,0.015861249999999993,0.0313025,0.03178375,0.1438875,0.09316375000000002,0.06493499999999999,0.59317124,0.20466572,0.3606865,96,21,1,1,2127,7.9028435,35.28238,0.08792739,0.008,20.649277899000424,1,2.820901670069857,28
-8237551,2020,9.0,36.15719018581074,-118.53270173957087,0.036114999999999994,0.068455,0.0592975,0.184175,0.11200125000000002,0.0861925,0.35398686,0.22077847,0.3309662,90,20,0,1,2257,26.75105,154.05383,0.08792739,0.008,20.16925674014624,1,2.003037840127945,28
-8235755,2020,9.0,36.175156491493134,-118.53270173957087,0.031522499999999995,0.05301375000000001,0.057771249999999996,0.1318975,0.10534625,0.09336999999999998,0.3332395,0.064296134,0.1403765,96,20,0,1,2396,19.51547,16.433891,0.09610006,0.008,20.16925674014624,1,0.5154634820563453,28
-8232162,2020,9.0,36.21108910285791,-118.53270173957087,0.12278125000000001,0.13303875,0.14164625,0.18938625,0.30945125,0.35936375000000004,0.14425534,-0.2494529,-0.31604248,95,14,0,1,2132,19.707188,122.84129,0.09610006,0.008,20.16925674014624,1,1.8764360480755569,28
-8242941,2020,9.0,36.12125757444596,-118.55066804525326,0.009550000000000003,0.026036249999999997,0.02044,0.10525,0.05154249999999999,0.03949749999999999,0.771192,0.27444217,0.36157,100,21,1,1,2149,18.226206,349.4802,0.08792739,0.008,20.29738445281987,1,4.361544174038702,28
-8241144,2020,9.0,36.13922388012835,-118.55066804525326,0.020439999999999986,0.038273749999999995,0.040487499999999996,0.14874125000000002,0.1019775,0.076375,0.5681952,0.18428308,0.3471971,98,24,0,1,2253,17.546518,224.21361,0.08792739,0.008,20.29738445281987,1,1.87945950128462,28
-8239347,2020,9.0,36.15719018581074,-118.55066804525326,0.05114374999999999,0.08307125000000001,0.07416124999999998,0.1452625,0.11098374999999999,0.1091275,0.26825535,0.1216806,0.188989,99,20,0,1,2329,20.362001,229.13782,0.08792739,0.008,18.99103137122262,1,0.437022197060287,28
-8237551,2020,9.0,36.175156491493134,-118.55066804525326,0.0373525,0.05801875000000001,0.06057625,0.11497125,0.15365,0.12264375,0.33088925,-0.07837686,0.024446897,91,20,0,1,2406,8.592946,344.60803,0.09610006,0.008,18.99103137122262,1,0.8942575873807073,28
-8235754,2020,9.0,36.193122797175526,-118.55066804525326,0.04425499999999999,0.08782875000000001,0.08968499999999999,0.138635,0.1690225,0.1959725,0.17380418,-0.15003976,-0.2584029,83,20,0,1,2348,25.001892,142.97485,0.09610006,0.008,18.99103137122262,1,2.069818497868255,28
-8246534,2020,9.0,36.10329126876357,-118.56863435093565,0.024936249999999993,0.04439249999999999,0.04444749999999999,0.16795,0.1140225,0.08110499999999998,0.5412752,0.18367104,0.31859064,96,20,0,1,2282,19.420898,38.68982,0.08823072,0.008,20.29738445281987,1,2.0459371124549457,28
